YEAR,MES,DIA,HORA,MINUTO,Temperatura,Humedad_Relativa,Presion_hPa
2008,9,17,8,0,26.1,97.8,1010.131
2008,9,17,9,0,26.8,96.6,1010.485
2008,9,17,10,0,28.2,95.5,1009.672
2008,9,17,11,0,28.2,95.6,1009.939
2008,9,17,12,0,28.1,95.8,1010.611
2008,9,17,13,0,28.2,95.8,1011.399
2008,9,17,14,0,28.2,96,1012.2
2008,9,17,15,0,28.3,95.9,1012.041
2008,9,17,16,0,28.4,95.7,1012.039
2008,9,17,17,0,28.5,95.4,1011.504
2008,9,17,18,0,28.6,95,1010.649
2008,9,17,19,0,28.6,94.6,1009.806
2008,9,17,20,0,28.6,94.5,1009.696
2008,9,17,21,0,28.5,94.7,1009.369
2008,9,17,22,0,28.3,95.5,1009.889
2008,9,17,23,0,28.1,95.9,1010.658
2008,9,18,0,0,27.8,96.3,1010.478
2008,9,18,1,0,28,95.9,1011.612
2008,9,18,2,0,27.7,96.1,1012.478
2008,9,18,3,0,27.8,96.3,1012.679
2008,9,18,4,0,26.5,97.4,1012.707
2008,9,18,5,0,26.8,96.6,1012.382
2008,9,18,6,0,26.3,97,1011.452
2008,9,18,7,0,25.9,97,1011.134
2008,9,18,8,0,26,96.5,1011.151
2008,9,18,9,0,26.4,96.2,1011.043
2008,9,18,10,0,25.6,97.1,1010.453
2008,9,18,11,0,26,96.9,1010.792
2008,9,18,12,0,26.5,96.2,1011.013
2008,9,18,13,0,27,95.8,1011.876
2008,9,18,14,0,27.3,95.5,1012.708
2008,9,18,15,0,27.3,95.5,1012.951
2008,9,18,16,0,25.7,98,1012.643
2008,9,18,17,0,26.6,96.4,1011.768
2008,9,18,18,0,26.7,96.1,1010.436
2008,9,18,19,0,26.9,96.2,1009.509
2008,9,18,20,0,27.3,95.7,1008.894
2008,9,18,21,0,27.5,95.3,1008.982
2008,9,18,22,0,27.9,95.9,1009.63
2008,9,18,23,0,27.9,96,1009.912
2008,9,19,0,0,27.9,96,1010.026
2008,9,19,1,0,27.8,96,1011.072
2008,9,19,2,0,27.9,95.8,1011.877
2008,9,19,3,0,27.8,95.9,1012.069
2008,9,19,4,0,27.7,96,1011.944
2008,9,19,5,0,27.6,96.2,1011.324
2008,9,19,6,0,27.5,96.4,1010.646
2008,9,19,7,0,27,97.1,1010.01
2008,9,19,8,0,26.4,96.4,1009.964
2008,9,19,9,0,26,96.9,1009.82
2008,9,19,10,0,26.4,97.2,1010.361
2008,9,19,11,0,26.2,97.6,1010.926
2008,9,19,12,0,26.2,97.6,1011.338
2008,9,19,13,0,26.4,97.2,1011.57
2008,9,19,14,0,26.9,96,1011.806
2008,9,19,15,0,27.3,95.4,1011.717
2008,9,19,16,0,27.4,95.2,1011.524
2008,9,19,17,0,27.6,95,1010.935
2008,9,19,18,0,27.5,94.9,1009.979
2008,9,19,19,0,27.2,95.5,1008.819
2008,9,19,20,0,26.9,96.1,1008.404
2008,9,19,21,0,27,96.1,1008.156
2008,9,19,22,0,27,96.1,1007.861
2008,9,19,23,0,27.2,95.9,1008.519
2008,9,20,0,0,27.3,95.7,1009.199
2008,9,20,1,0,27.4,95.5,1009.843
2008,9,20,2,0,27.4,95.1,1010.836
2008,9,20,3,0,27.4,95.1,1011.164
2008,9,20,4,0,27.4,95.1,1010.862
2008,9,20,5,0,27.3,95.1,1010.563
2008,9,20,6,0,27.1,95.4,1010.014
2008,9,20,7,0,26.7,96.1,1009.612
2008,9,20,8,0,26.7,96.2,1009.186
2008,9,20,9,0,26.8,95.9,1009.463
2008,9,20,10,0,26.8,96.1,1009.569
2008,9,20,11,0,26.5,96.8,1010.228
2008,9,20,12,0,26.5,96.9,1010.874
2008,9,20,13,0,26.2,97.3,1011.708
2008,9,20,14,0,26.1,97.3,1011.924
2008,9,20,15,0,26.5,96.4,1011.811
2008,9,20,16,0,26.9,95.6,1011.401
2008,9,20,17,0,27.1,95.3,1010.579
2008,9,20,18,0,27.3,95,1009.767
2008,9,20,19,0,27.4,95.1,1008.968
2008,9,20,20,0,27.7,94.6,1008.886
2008,9,20,21,0,27.6,94.9,1008.534
2008,9,20,22,0,27.8,94.8,1008.891
2008,9,20,23,0,27.8,94.7,1009.305
2008,9,21,0,0,27.8,94.5,1009.994
2008,9,21,1,0,27.8,94.7,1011.005
2008,9,21,2,0,27.8,94.7,1011.762
2008,9,21,3,0,27.6,95.1,1011.656
2008,9,21,4,0,27.2,95.7,1011.848
2008,9,21,5,0,26.6,96.6,1011.475
2008,9,21,6,0,26.8,95.7,1011.546
2008,9,21,7,0,26.2,96.7,1010.888
2008,9,21,8,0,25.4,97.1,1010.526
2008,9,21,9,0,25.4,97.2,1010.815
2008,9,21,10,0,26.1,96.6,1010.566
2008,9,21,11,0,26.5,96.1,1011.541
2008,9,21,12,0,26.8,95.7,1011.883
2008,9,21,13,0,27,95.3,1012.297
2008,9,21,14,0,27.2,95.2,1013.062
2008,9,21,15,0,27.3,94.8,1013.029
2008,9,21,16,0,27.4,94.9,1012.678
2008,9,21,17,0,27.5,94.9,1011.817
2008,9,21,18,0,27.5,95,1011.032
2008,9,21,19,0,27.4,95.1,1009.766
2008,9,21,20,0,27.5,95,1009.273
2008,9,21,21,0,27.4,95.1,1009.536
2008,9,21,22,0,27.7,95.3,1009.34
2008,9,21,23,0,27.6,95.4,1009.973
2008,9,22,0,0,27.6,95.4,1010.412
2008,9,22,1,0,27.7,95.3,1011.412
2008,9,22,2,0,27.7,95.2,1012.196
2008,9,22,3,0,27.7,95.3,1012.303
2008,9,22,4,0,27.7,95.3,1012.009
2008,9,22,5,0,27.6,95.4,1011.796
2008,9,22,6,0,27.6,95.4,1011.136
2008,9,22,7,0,27.5,95.6,1010.526
2008,9,22,8,0,27.5,95.7,1009.954
2008,9,22,9,0,27.2,96.2,1010.267
2008,9,22,10,0,27.7,95.5,1009.948
2008,9,22,11,0,27.4,96.1,1010.944
2008,9,22,12,0,26.5,97.3,1011.274
2008,9,22,13,0,27.1,96,1011.88
2008,9,22,14,0,27.4,95.9,1012.293
2008,9,22,15,0,27.6,96,1011.842
2008,9,22,16,0,28,95.6,1011.491
2008,9,22,17,0,28.2,95.6,1010.968
2008,9,22,18,0,28.4,95.6,1010.369
2008,9,22,19,0,28.3,95.8,1008.898
2008,9,22,20,0,28.3,95.9,1008.232
2008,9,22,21,0,28.4,96.3,1008.272
2008,9,22,22,0,28.5,96.1,1008.031
2008,9,22,23,0,28.4,96.5,1009.103
2008,9,23,0,0,28.3,96.5,1009.339
2008,9,23,1,0,28.2,96.7,1010.328
2008,9,23,2,0,28.1,96.4,1010.661
2008,9,23,3,0,28.1,96.5,1010.624
2008,9,23,4,0,27.9,96.8,1010.454
2008,9,23,5,0,27.6,96,1010.238
2008,9,23,6,0,27.1,96.5,1009.798
2008,9,23,7,0,25.8,97.4,1009.422
2008,9,23,8,0,26.1,97.2,1008.624
2008,9,23,9,0,26.4,97.1,1008.898
2008,9,23,10,0,26.8,96.9,1008.819
2008,9,23,11,0,26.8,96.8,1009.431
2008,9,23,12,0,26.6,97,1009.822
2008,9,23,13,0,26,97.8,1010.77
2008,9,23,14,0,25.7,97.2,1011.197
2008,9,23,15,0,26.3,96,1011.247
2008,9,23,16,0,27.1,95,1011.088
2008,9,23,17,0,27.8,94.3,1010.459
2008,9,23,18,0,28.1,93.8,1009.36
2008,9,23,19,0,28.4,93.4,1008.611
2008,9,23,20,0,27.9,94.5,1007.363
2008,9,23,21,0,27.3,95.5,1007.602
2008,9,23,22,0,28,94.3,1007.932
2008,9,23,23,0,27.6,94.9,1008.572
2008,9,24,0,0,27.3,95.3,1008.731
2008,9,24,1,0,27.2,95.4,1009.844
2008,9,24,2,0,27,95.8,1010.766
2008,9,24,3,0,26.9,96.1,1011.039
2008,9,24,4,0,26.5,96.6,1010.801
2008,9,24,5,0,26.1,97,1010.708
2008,9,24,6,0,25.7,97.4,1009.898
2008,9,24,7,0,25.3,96.9,1009.177
2008,9,24,8,0,25.2,96.9,1008.747
2008,9,24,9,0,25.3,96.8,1008.651
2008,9,24,10,0,25.9,96.4,1009.025
2008,9,24,11,0,25.6,96.6,1009.644
2008,9,24,12,0,25.5,96.4,1010.262
2008,9,24,13,0,25.8,96,1010.791
2008,9,24,14,0,26.6,95,1011.692
2008,9,24,15,0,27.5,93.9,1011.673
2008,9,24,16,0,27.9,93.9,1011.35
2008,9,24,17,0,28,94.1,1010.084
2008,9,24,18,0,26.7,95.8,1008.822
2008,9,24,19,0,26.6,95.4,1008.909
2008,9,24,20,0,27.3,94.1,1008.149
2008,9,24,21,0,27.7,93.8,1007.618
2008,9,24,22,0,27.9,93.3,1007.899
2008,9,24,23,0,27.9,93.5,1008.366
2008,9,25,0,0,27.8,94.3,1009.411
2008,9,25,1,0,27.6,94.7,1010.192
2008,9,25,2,0,27.4,95,1010.474
2008,9,25,3,0,27.3,95.3,1010.373
2008,9,25,4,0,27.1,95.8,1010.252
2008,9,25,5,0,26.8,96.1,1009.466
2008,9,25,6,0,26.3,96.5,1009.654
2008,9,25,7,0,26.4,96.1,1008.978
2008,9,25,8,0,26.4,96.1,1008.851
2008,9,25,9,0,26.5,96,1009.273
2008,9,25,10,0,27,95.7,1008.946
2008,9,25,11,0,26.9,96,1009.569
2008,9,25,12,0,27.1,95.7,1009.927
2008,9,25,13,0,27.3,95.2,1010.649
2008,9,25,14,0,27.7,94.5,1011.111
2008,9,25,15,0,27.9,94.3,1011.218
2008,9,25,16,0,28,94.5,1010.748
2008,9,25,17,0,28,94.7,1010.067
2008,9,25,18,0,28,95,1009.162
2008,9,25,19,0,28,94.9,1008.278
2008,9,25,20,0,28.2,94.5,1007.891
2008,9,25,21,0,28.3,94.3,1007.901
2008,9,25,22,0,28.4,94.5,1007.776
2008,9,25,23,0,28.4,94.5,1008.744
2008,9,26,0,0,28.4,94.6,1009.439
2008,9,26,1,0,28.4,94.6,1010.481
2008,9,26,2,0,28.3,94.7,1011.513
2008,9,26,3,0,27,97,1010.956
2008,9,26,4,0,27,96.8,1010.961
2008,9,26,5,0,27.1,96.6,1010.281
2008,9,26,6,0,26.5,97.4,1009.685
2008,9,26,7,0,26.5,96.9,1009.322
2008,9,26,8,0,26.9,96.3,1009.322
2008,9,26,9,0,26.2,96.9,1009.946
2008,9,26,10,0,26.3,96.9,1009.98
2008,9,26,11,0,26.7,96.3,1010.193
2008,9,26,12,0,27.2,95.6,1010.595
2008,9,26,13,0,27.5,95.2,1010.784
2008,9,26,14,0,28.1,94.7,1011.529
2008,9,26,15,0,28.3,94.6,1011.499
2008,9,26,16,0,28.4,94.6,1011.011
2008,9,26,17,0,28.5,94.8,1010.159
2008,9,26,18,0,28.5,95,1008.958
2008,9,26,19,0,28.4,95.2,1008.184
2008,9,26,20,0,28.5,95.2,1007.531
2008,9,26,21,0,28.5,95.6,1007.708
2008,9,26,22,0,28.1,96.2,1008.538
2008,9,26,23,0,28.2,96.1,1009.517
2008,9,27,0,0,28.1,96.2,1010.118
2008,9,27,1,0,28.4,96.2,1010.502
2008,9,27,2,0,28.3,95.3,1011.392
2008,9,27,3,0,28.2,96.1,1011.048
2008,9,27,4,0,28.2,96.5,1010.681
2008,9,27,5,0,28.2,96.4,1010.116
2008,9,27,6,0,28.3,96.3,1009.365
2008,9,27,7,0,28.2,96.3,1008.683
2008,9,27,8,0,28.2,96.3,1008.718
2008,9,27,9,0,28.1,96.2,1008.832
2008,9,27,10,0,27.3,97,1009.254
2008,9,27,11,0,27.6,96.6,1009.931
2008,9,27,12,0,27.6,96.7,1010.472
2008,9,27,13,0,27.4,96.9,1011.257
2008,9,27,14,0,28,95.6,1011.738
2008,9,27,15,0,28.3,94.6,1011.966
2008,9,27,16,0,28.4,95.2,1011.417
2008,9,27,17,0,28.5,95.4,1010.434
2008,9,27,18,0,28.5,95.5,1009.436
2008,9,27,19,0,28.4,95.8,1007.823
2008,9,27,20,0,28.3,96.2,1007.592
2008,9,27,21,0,28.1,96.4,1007.784
2008,9,27,22,0,28.4,95.8,1008.334
2008,9,27,23,0,28.1,96.1,1008.977
2008,9,28,0,0,27.7,96.4,1009.324
2008,9,28,1,0,28,96,1010.393
2008,9,28,2,0,28,95.9,1011.305
2008,9,28,3,0,27.5,96.7,1011.311
2008,9,28,4,0,26.7,97,1011.141
2008,9,28,5,0,27.1,96.6,1009.939
2008,9,28,6,0,27.6,95.6,1009.194
2008,9,28,7,0,26.9,96.6,1008.925
2008,9,28,8,0,26.7,96.8,1008.625
2008,9,28,9,0,25.9,97.6,1009.091
2008,9,28,10,0,26.4,96.5,1009.1
2008,9,28,11,0,26.6,96.7,1009.927
2008,9,28,12,0,26.8,96.1,1010.34
2008,9,28,13,0,27.4,95.4,1010.943
2008,9,28,14,0,27.7,94.9,1011.312
2008,9,28,15,0,26.9,96.3,1011.794
2008,9,28,16,0,27.2,96,1011.34
2008,9,28,17,0,27.8,95.3,1010.391
2008,9,28,18,0,27.9,95.2,1009.154
2008,9,28,19,0,27.9,95.2,1008.504
2008,9,28,20,0,28,95.1,1008.202
2008,9,28,21,0,28,95,1008.507
2008,9,28,22,0,28.1,95.1,1007.854
2008,9,28,23,0,28,95.1,1008.792
2008,9,29,0,0,27.8,95.6,1008.939
2008,9,29,1,0,26.6,97.6,1009.579
2008,9,29,2,0,27.6,95.7,1010.459
2008,9,29,3,0,27.3,96.2,1010.378
2008,9,29,4,0,26.9,96.9,1010.774
2008,9,29,5,0,26.4,97.6,1010.044
2008,9,29,6,0,27,96,1009.679
2008,9,29,7,0,27,96.1,1009.014
2008,9,29,8,0,27.3,95.8,1008.721
2008,9,29,9,0,27.4,95.8,1009.025
2008,9,29,10,0,27.1,95.9,1009.326
2008,9,29,11,0,27.6,95.1,1009.819
2008,9,29,12,0,27.5,95.6,1010.403
2008,9,29,13,0,27.3,95.6,1011.158
2008,9,29,14,0,27.5,95.3,1011.783
2008,9,29,15,0,27.4,95.6,1012.266
2008,9,29,16,0,27.3,96,1011.791
2008,9,29,17,0,26.6,96.9,1010.954
2008,9,29,18,0,27.1,96.2,1009.983
2008,9,29,19,0,27.3,96,1009.272
2008,9,29,20,0,27.8,95.4,1008.728
2008,9,29,21,0,28,95.3,1008.809
2008,9,29,22,0,28,95.6,1008.634
2008,9,29,23,0,27.8,95.9,1009.189
2008,9,30,0,0,27.9,95.9,1009.462
2008,9,30,1,0,28,95.6,1010.504
2008,9,30,2,0,28.1,95.4,1011.183
2008,9,30,3,0,28.3,94.8,1011.204
2008,9,30,4,0,28.1,95.1,1011.04
2008,9,30,5,0,27.7,96,1010.723
2008,9,30,6,0,27.4,96.8,1010.729
2008,9,30,7,0,26.6,97.5,1010.666
2008,9,30,8,0,26.6,97.1,1010.004
2008,9,30,9,0,27.3,96.3,1009.729
2008,9,30,10,0,27.8,95.2,1009.853
2008,9,30,11,0,27.8,95.4,1010.618
2008,9,30,12,0,27.8,95.4,1011.565
2008,9,30,13,0,27.9,95.4,1012.006
2008,9,30,14,0,28.1,95.2,1012.264
2008,9,30,15,0,28.3,95,1012.341
2008,9,30,16,0,28.5,94.5,1011.956
2008,9,30,17,0,28.7,94.2,1011.739
2008,9,30,18,0,28.7,94.2,1010.754
2008,9,30,19,0,28.6,94.3,1009.888
2008,9,30,20,0,28.5,94.7,1009.618
2008,9,30,21,0,28.5,94.9,1009.011
2008,9,30,22,0,28.2,95.7,1008.661
2008,9,30,23,0,27.9,96.1,1009.465
2008,10,1,0,0,28,96,1010.21
2008,10,1,1,0,27.6,96.6,1011.011
2008,10,1,2,0,26.7,97.4,1012.024
2008,10,1,3,0,26.9,97,1012.116
2008,10,1,4,0,27.1,96.8,1012.057
2008,10,1,5,0,27,96.6,1011.38
2008,10,1,6,0,26.8,96.7,1011.249
2008,10,1,7,0,26.8,96.8,1010.259
2008,10,1,8,0,26,97.6,1010.247
2008,10,1,9,0,25.8,97.2,1011.042
2008,10,1,10,0,25.3,97.6,1010.339
2008,10,1,11,0,26.1,96.8,1010.391
2008,10,1,12,0,26.8,96.2,1011.254
2008,10,1,13,0,27.6,95.3,1011.551
2008,10,1,14,0,27.9,94.7,1012.401
2008,10,1,15,0,27.3,96,1012.792
2008,10,1,16,0,26.7,96.7,1012.69
2008,10,1,17,0,26.4,96.8,1011.804
2008,10,1,18,0,26.4,97.1,1010.108
2008,10,1,19,0,26.9,96.6,1008.961
2008,10,1,20,0,27.2,96.4,1008.204
2008,10,1,21,0,27.6,96,1008.623
2008,10,1,22,0,28,95.4,1008.688
2008,10,1,23,0,27.6,95.7,1008.709
2008,10,2,0,0,27.1,96.3,1009.631
2008,10,2,1,0,26.2,97.4,1010.638
2008,10,2,2,0,26.8,96.8,1011.332
2008,10,2,3,0,27.1,96.3,1011.482
2008,10,2,4,0,27.3,95.9,1011.16
2008,10,2,5,0,27.4,95.9,1010.65
2008,10,2,6,0,27.3,95.5,1009.932
2008,10,2,7,0,26.9,96.3,1009.791
2008,10,2,8,0,26.1,97.2,1009.611
2008,10,2,9,0,26.1,97.1,1009.793
2008,10,2,10,0,26.8,96.4,1009.884
2008,10,2,11,0,27.1,96.2,1010.243
2008,10,2,12,0,27.7,95.2,1010.709
2008,10,2,13,0,27.5,95.6,1011.078
2008,10,2,14,0,27.1,96.4,1011.55
2008,10,2,15,0,27.6,95.8,1011.571
2008,10,2,16,0,27.9,95.4,1010.921
2008,10,2,17,0,28.1,95.1,1010.119
2008,10,2,18,0,28.2,95.2,1009.115
2008,10,2,19,0,28.4,95.2,1008.096
2008,10,2,20,0,28.3,95.7,1007.844
2008,10,2,21,0,28.3,95.9,1007.725
2008,10,2,22,0,28.3,95.9,1007.87
2008,10,2,23,0,27.5,96.5,1008.43
2008,10,3,0,0,27.8,96.3,1009.009
2008,10,3,1,0,27.9,96.1,1010.149
2008,10,3,2,0,27.9,96,1010.485
2008,10,3,3,0,28.2,95.5,1010.665
2008,10,3,4,0,27.9,95.6,1010.314
2008,10,3,5,0,28,95.4,1010.155
2008,10,3,6,0,27.8,95.6,1009.894
2008,10,3,7,0,27.4,96.1,1009.492
2008,10,3,8,0,27.1,96.7,1009.187
2008,10,3,9,0,26.8,97.6,1009.626
2008,10,3,10,0,27.7,95.2,1009.228
2008,10,3,11,0,28,95,1010.423
2008,10,3,12,0,27.5,96.2,1011.148
2008,10,3,13,0,27.4,96.6,1012.08
2008,10,3,14,0,27,97.1,1012.644
2008,10,3,15,0,27,96.8,1012.729
2008,10,3,16,0,27.7,96,1012.201
2008,10,3,17,0,27.9,95.7,1011.421
2008,10,3,18,0,27.8,95.9,1010.193
2008,10,3,19,0,28.2,95.1,1009.169
2008,10,3,20,0,28.3,95.1,1008.393
2008,10,3,21,0,28.3,95.3,1008.461
2008,10,3,22,0,27.8,96.2,1008.631
2008,10,3,23,0,27.8,96.1,1008.685
2008,10,4,0,0,27.8,95.8,1009.078
2008,10,4,1,0,27.9,95.6,1009.756
2008,10,4,2,0,27.9,95.5,1011.14
2008,10,4,3,0,27.6,96.1,1011.146
2008,10,4,4,0,26.7,97.5,1011.428
2008,10,4,5,0,26.5,97.6,1011.138
2008,10,4,6,0,26.3,97.8,1010.09
2008,10,4,7,0,26.3,97.7,1009.643
2008,10,4,8,0,26.6,96.9,1009.143
2008,10,4,9,0,27,96,1009.334
2008,10,4,10,0,27.7,94.8,1009.322
2008,10,4,11,0,27.2,95.7,1010.168
2008,10,4,12,0,26.1,97.6,1011.288
2008,10,4,13,0,25.9,96.6,1011.475
2008,10,4,14,0,25.4,97.3,1012.241
2008,10,4,15,0,25.6,96.9,1012.151
2008,10,4,16,0,26.3,95.8,1011.791
2008,10,4,17,0,26.3,96.1,1011.436
2008,10,4,18,0,26.9,95.5,1010.881
2008,10,4,19,0,26.9,95.5,1009.312
2008,10,4,20,0,27.4,94.8,1008.526
2008,10,4,21,0,27.5,95,1008.664
2008,10,4,22,0,26.2,97,1008.968
2008,10,4,23,0,26.1,97,1009.516
2008,10,5,0,0,27.2,95.1,1010.09
2008,10,5,1,0,27.2,95.1,1010.954
2008,10,5,2,0,26.8,95.9,1011.689
2008,10,5,3,0,27,95.6,1011.099
2008,10,5,4,0,27.6,94.4,1011.091
2008,10,5,5,0,27.7,94.4,1010.416
2008,10,5,6,0,27.8,94.1,1009.824
2008,10,5,7,0,27.4,94.8,1009.327
2008,10,5,8,0,26.9,95.7,1009.346
2008,10,5,9,0,26.9,95.9,1009.905
2008,10,5,10,0,25.7,97.3,1009.873
2008,10,5,11,0,26.2,96.3,1010.32
2008,10,5,12,0,26.7,95.7,1011.022
2008,10,5,13,0,26,97.2,1011.522
2008,10,5,14,0,26.1,96.4,1011.966
2008,10,5,15,0,26.3,96.2,1012.154
2008,10,5,16,0,26,96.5,1011.792
2008,10,5,17,0,26.3,96,1011.183
2008,10,5,18,0,26.7,95.9,1009.736
2008,10,5,19,0,26.9,95.8,1009.102
2008,10,5,20,0,27.1,95.4,1008.315
2008,10,5,21,0,27.3,95.3,1008.293
2008,10,5,22,0,26.4,97,1008.466
2008,10,5,23,0,26.8,96.3,1009.174
2008,10,6,0,0,25.9,97.9,1009.949
2008,10,6,1,0,26.5,96.3,1010.528
2008,10,6,2,0,27,95.4,1011.218
2008,10,6,3,0,26.9,95.5,1011.129
2008,10,6,4,0,26.7,95.6,1011.447
2008,10,6,5,0,25.7,97.4,1011.445
2008,10,6,6,0,25.5,97.5,1010.555
2008,10,6,7,0,25.8,97.1,1009.917
2008,10,6,8,0,25.6,97.5,1009.318
2008,10,6,9,0,25.7,97.5,1009.301
2008,10,6,10,0,25.8,97.1,1009.881
2008,10,6,11,0,26.1,96.5,1009.882
2008,10,6,12,0,26.1,96.6,1010.679
2008,10,6,13,0,26.2,96.7,1011.144
2008,10,6,14,0,26.1,96.9,1011.882
2008,10,6,15,0,25.4,97.4,1012.967
2008,10,6,16,0,25.3,97.4,1011.749
2008,10,6,17,0,25.7,96.5,1010.694
2008,10,6,18,0,26.2,95.7,1009.751
2008,10,6,19,0,26.6,95.1,1009.071
2008,10,6,20,0,26.9,94.7,1009.035
2008,10,6,21,0,27.1,94.5,1008.744
2008,10,6,22,0,26.7,95.5,1008.596
2008,10,6,23,0,26.8,95.2,1009.456
2008,10,7,0,0,26.9,95.1,1010.037
2008,10,7,1,0,26.9,94.9,1010.727
2008,10,7,2,0,26.8,95.2,1011.908
2008,10,7,3,0,26,96.5,1012.219
2008,10,7,4,0,25.7,96.8,1011.769
2008,10,7,5,0,25.9,96.2,1011.461
2008,10,7,6,0,26.1,96.1,1010.394
2008,10,7,7,0,26.1,96.2,1009.869
2008,10,7,8,0,26.1,96.3,1009.489
2008,10,7,9,0,26.1,96.5,1009.446
2008,10,7,10,0,26.6,95.6,1009.912
2008,10,7,11,0,25.7,97.5,1010.771
2008,10,7,12,0,25.5,96.8,1011.66
2008,10,7,13,0,25.5,96.9,1012.062
2008,10,7,14,0,25.8,96.7,1012.147
2008,10,7,15,0,26.3,96,1012.084
2008,10,7,16,0,26.5,95.5,1011.734
2008,10,7,17,0,26.4,95.9,1010.966
2008,10,7,18,0,26,96.7,1009.834
2008,10,7,19,0,26.4,96.2,1009.011
2008,10,7,20,0,26.6,96.1,1008.859
2008,10,7,21,0,26.7,96.2,1009.388
2008,10,7,22,0,27.2,94.9,1009.624
2008,10,7,23,0,26.8,95.7,1010.751
2008,10,8,0,0,26.3,96.6,1011.127
2008,10,8,1,0,26.4,96.4,1011.444
2008,10,8,2,0,26.4,96.4,1012.376
2008,10,8,3,0,25.8,97,1012.094
2008,10,8,4,0,25.8,97.3,1012.049
2008,10,8,5,0,25.6,97.5,1011.547
2008,10,8,6,0,25.5,97.3,1011.106
2008,10,8,7,0,25.5,97.1,1010.615
2008,10,8,8,0,25.2,97.5,1010.456
2008,10,8,9,0,25.7,96.5,1010.272
2008,10,8,10,0,25.7,96.6,1011.266
2008,10,8,11,0,25.8,96.8,1011.182
2008,10,8,12,0,26.3,96.3,1011.592
2008,10,8,13,0,26.7,95.5,1012.226
2008,10,8,14,0,27,94.9,1012.526
2008,10,8,15,0,27.2,94.7,1012.832
2008,10,8,16,0,27.3,94.5,1012.771
2008,10,8,17,0,27.4,94.5,1012.052
2008,10,8,18,0,27.5,94.6,1011.138
2008,10,8,19,0,26.7,95.9,1010.219
2008,10,8,20,0,26.1,96.8,1009.94
2008,10,8,21,0,26.4,96.6,1010.262
2008,10,8,22,0,27.4,95.3,1010.263
2008,10,8,23,0,27.4,95.3,1010.881
2008,10,9,0,0,27.4,95.3,1010.922
2008,10,9,1,0,27.5,95.2,1011.487
2008,10,9,2,0,27.6,95,1011.658
2008,10,9,3,0,27.8,94.7,1011.765
2008,10,9,4,0,27.7,94.8,1011.894
2008,10,9,5,0,27.3,95.4,1011.256
2008,10,9,6,0,27,96.1,1010.276
2008,10,9,7,0,26.9,96.2,1009.632
2008,10,9,8,0,27,96.1,1009.15
2008,10,9,9,0,27,96,1008.998
2008,10,9,10,0,27.5,95.7,1009.544
2008,10,9,11,0,27.5,95.6,1010.334
2008,10,9,12,0,27.7,95.3,1010.657
2008,10,9,13,0,27.8,95.1,1011.311
2008,10,9,14,0,27.9,94.8,1011.949
2008,10,9,15,0,27.3,95.4,1012.03
2008,10,9,16,0,25.3,98,1011.696
2008,10,9,17,0,25.9,97.1,1010.702
2008,10,9,18,0,26.5,96.3,1009.807
2008,10,9,19,0,27,95.8,1008.856
2008,10,9,20,0,27.3,95.4,1007.669
2008,10,9,21,0,27.7,94.8,1008.083
2008,10,9,22,0,27.6,95.5,1008.784
2008,10,9,23,0,27.9,94.9,1008.939
2008,10,10,0,0,28,94.7,1009.172
2008,10,10,1,0,27.4,95.6,1010.22
2008,10,10,2,0,26.4,96.8,1011.168
2008,10,10,3,0,26.8,96.4,1011.005
2008,10,10,4,0,26.7,96.3,1010.689
2008,10,10,5,0,25.8,97,1010.389
2008,10,10,6,0,25.4,97.6,1010.087
2008,10,10,7,0,25.5,97.5,1009.572
2008,10,10,8,0,25.8,96.9,1009.062
2008,10,10,9,0,26.1,96.5,1009.426
2008,10,10,10,0,25.3,97.5,1009.261
2008,10,10,11,0,26,96.4,1009.621
2008,10,10,12,0,26.2,96.3,1010.171
2008,10,10,13,0,26.4,96.3,1010.933
2008,10,10,14,0,26.4,96.2,1011.659
2008,10,10,15,0,26.9,95.2,1011.472
2008,10,10,16,0,27.2,94.8,1011.109
2008,10,10,17,0,27.4,94.4,1010.176
2008,10,10,18,0,27.5,94.1,1008.571
2008,10,10,19,0,27.5,94.3,1007.948
2008,10,10,20,0,27.4,94.7,1007.372
2008,10,10,21,0,27,95.5,1007.942
2008,10,10,22,0,27.3,94.9,1008.101
2008,10,10,23,0,27.2,95.2,1008.856
2008,10,11,0,0,25.9,97.4,1009.149
2008,10,11,1,0,26.1,96.9,1009.952
2008,10,11,2,0,26.1,97.1,1010.794
2008,10,11,3,0,25.6,97.6,1011.331
2008,10,11,4,0,25.5,97,1010.691
2008,10,11,5,0,25.8,96.4,1010.181
2008,10,11,6,0,25.6,96.6,1009.444
2008,10,11,7,0,25.1,97.4,1008.71
2008,10,11,8,0,25.3,97.2,1008.459
2008,10,11,9,0,25.4,96.8,1008.594
2008,10,11,10,0,25.1,97.7,1008.593
2008,10,11,11,0,25,97.8,1009.365
2008,10,11,12,0,25.1,97.1,1010.582
2008,10,11,13,0,25.5,96,1010.707
2008,10,11,14,0,25.8,95.7,1010.474
2008,10,11,15,0,26.4,94.9,1011.267
2008,10,11,16,0,26.6,94.8,1010.588
2008,10,11,17,0,26.8,94.4,1009.561
2008,10,11,18,0,27.1,93.7,1008.396
2008,10,11,19,0,27.4,93.6,1007.43
2008,10,11,20,0,27.3,94,1007.024
2008,10,11,21,0,27,94.4,1007.549
2008,10,11,22,0,27.4,94,1006.859
